,0,1,2,3,4,5,6,7,8,9,10,11,12
884,gcma700,Les Cocottes ～レ・ココット～ ,35.664258,139.721717,http://mobile.gnavi.co.jp/shop/gcma700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ffztnrm10000/t_0001.jpg,http://uds.gnst.jp/rest/img/ffztnrm10000/t_0002.jpg, ランチ：11:30～15:00(L.O.14:30)、ディナー：17:30～23:30(L.O.23:00),毎週日曜日 祝日,"{'note': {}, 'walk': '8', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': 'A4番出口'}",5000,1000,"['イタリアン(イタリア料理)', 'スペインバル・イタリアンバール']"
885,gadb101,韓国亭豚や 渋谷2号店,35.657808,139.700031,http://mobile.gnavi.co.jp/shop/gadb101/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8zfckykr0000/t_0021.jpg,{},月～日 16:30～翌4:30(L.O.4:00),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,{},"['焼肉', 'ホルモン']"
886,e943601,ちんとんしゃん ,35.656000,139.700847,http://mobile.gnavi.co.jp/shop/e943601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a4y478f20000/t_006f.jpg,http://uds.gnst.jp/rest/img/a4y478f20000/t_006g.jpg,月・火・木～日 ディナー：17:00～24:00(L.O.22:30、ドリンクL.O.23:30),毎週水曜日<BR>※※水曜日が祝日の場合は営業致します。,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3500,{},"['沖縄料理', '居酒屋']"
887,gcrk353,焼鳥屋 鳥貴族 渋谷文化村通り店,35.657839,139.699694,http://mobile.gnavi.co.jp/shop/gcrk353/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pn1cb2me0000/t_00qv.jpg,{}, 17:00～翌5:00(L.O.4:30),※12／31、1／1,"{'note': {}, 'walk': '8', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2000,{},"['居酒屋', '焼き鳥']"
888,gdcf500,WINE HOUSE ‐minami aoyama‐,35.661386,139.718136,http://mobile.gnavi.co.jp/shop/gdcf500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/j6gvheax0000/t_0000.png,http://uds.gnst.jp/rest/img/j6gvheax0000/t_0001.jpg, 17:00～翌3:00,年中無休,"{'note': {}, 'walk': '3', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': {}}",5000,{},"['ワイン', {'@attributes': {'order': '1'}}]"
889,ge62500,レストラン・タニ ,35.664331,139.720939,http://mobile.gnavi.co.jp/shop/ge62500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/rj7wbpze0000/t_0000.jpg,http://uds.gnst.jp/rest/img/rj7wbpze0000/t_0001.jpg,水～日 ランチ：12:00～15:30(L.O.14:00)(※当店連休明けの火曜は営業)<BR>火～日 ディナー：18:00～23:30(L.O.21:30),毎週月曜日 第1日曜日,"{'note': {}, 'walk': '3', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': '1a出口'}",10000,4500,"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
890,b228105,はし田屋 渋谷本店,35.652472,139.708986,http://mobile.gnavi.co.jp/shop/b228105/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/5ss2huke0000/t_001j.jpg,http://uds.gnst.jp/rest/img/5ss2huke0000/t_001k.jpg,月～日 ランチ：11:30～15:00<BR>月～日 ディナー：18:00～24:00(L.O.23:00),※年末年始,"{'note': {}, 'walk': '2', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '新南口'}",4300,850,"['鶏料理(鳥料理)', '鍋 その他']"
891,a827401,京都おばんざい 和食 茶茶 南青山,35.660000,139.714644,http://mobile.gnavi.co.jp/shop/a827401/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/s1ts5rgp0000/t_0039.jpg,http://uds.gnst.jp/rest/img/s1ts5rgp0000/t_0002.jpg,月～日 ディナー：17:00～23:30(L.O.22:30),無,"{'note': {}, 'walk': '1', 'station': '表参道駅', 'line': '地下鉄銀座線', 'station_exit': 'B1番出口'}",4500,{},"['居酒屋', '和食 その他']"
892,ge7m924,伝説のすた丼屋 渋谷宇田川町店,35.658636,139.700981,http://mobile.gnavi.co.jp/shop/ge7m924/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/4vpv0ufa0000/t_0000.jpg,{}, 11:00～24:00,無,"{'note': {}, 'walk': '7', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",700,700,"['丼物', '定食・食事処']"
893,e837318,マクドナルド 渋谷店,35.657025,139.704200,http://mobile.gnavi.co.jp/shop/e837318/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9bb0k5pc0000/t_0014.jpg,{}, 24時間営業、5:00～10:30((朝マック)),年中無休,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",500,500,"['ファーストフード', 'ハンバーガー']"
894,g778000,春夏秋冬 ,35.655853,139.701778,http://mobile.gnavi.co.jp/shop/g778000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/jw0hvt3x0000/t_0069.jpg,http://uds.gnst.jp/rest/img/jw0hvt3x0000/t_006a.jpg,月～日 11:00～14:00(L.O.14:00)<BR>月～日 16:00～23:30(L.O.23:00),※年末年始{12月３1日～1月4日),"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",3000,800,"['寿司', '刺身・海鮮料理']"
895,g486401,Le Petit Bedon ,35.648000,139.699883,http://mobile.gnavi.co.jp/shop/g486401/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/re5xfgjp0000/t_001h.jpg,http://uds.gnst.jp/rest/img/re5xfgjp0000/t_001i.jpg,月・火・木～日 11:30～15:30(L.O.14:30)<BR>月・火・木～日 18:00～24:00(L.O.22:00),毎週水曜日,"{'note': {}, 'walk': '8', 'station': '代官山駅', 'line': '東急東横線', 'station_exit': '正面口'}",9000,4000,"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
896,gavy500,PLEASURE ,35.651997,139.701269,http://mobile.gnavi.co.jp/shop/gavy500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/czn0kx7x0000/t_0049.jpg,{}, 20:00～翌6:00,不定休日あり,"{'note': {}, 'walk': '7', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",3000,{},"['バンケットルーム', 'イタリアン(イタリア料理)']"
897,gadb100,韓国亭 豚や ,35.657039,139.699922,http://mobile.gnavi.co.jp/shop/gadb100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bvt55hgf0000/t_000u.jpg,{},月～日 11:30～23:30,無,"{'note': {}, 'walk': '6', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",3000,780,"['焼肉', 'ホルモン']"
898,gek8400,ズーガンズー 渋谷店,35.657503,139.710725,http://mobile.gnavi.co.jp/shop/gek8400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bcjffw7y0000/t_000o.jpg,{},月～土 ディナー：17:00～23:30(L.O.23:00),毎週日曜日 祝日<BR>※※貸し切りでの御予約は日曜・祝日も承ります。,"{'note': {}, 'walk': '7', 'station': '表参道駅', 'line': '地下鉄千代田線', 'station_exit': 'B1番出口'}",5000,{},"['ステーキ', 'ダイニングバー']"
899,ge3r800,少人数貸切パーティ Cheers Tokyo ,35.655428,139.701775,http://mobile.gnavi.co.jp/shop/ge3r800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土・祝前日 18:00～24:00(L.O.23:45),毎週日曜日 祝日,"{'note': {}, 'walk': '2', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,{},"['パーティールーム・スペース', 'アミューズメント']"
900,a469601,Casual Dining Bar UNISPO BEE ,35.655325,139.699631,http://mobile.gnavi.co.jp/shop/a469601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nj09ztfh0000/t_004b.jpg,http://uds.gnst.jp/rest/img/nj09ztfh0000/t_004c.jpg,月～日 17:00～24:00(※不定休 ●昼間（１２：００～１７：００）・深夜（２４：００～２９：００）は貸し切りのみの営業になります。),不定休日あり,"{'note': {}, 'walk': '4', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2000,{},"['パーティールーム・スペース', 'バンケットルーム']"
901,g603403,とらふぐ亭 渋谷店,35.653383,139.698511,http://mobile.gnavi.co.jp/shop/g603403/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a2nm32ya0000/t_01tz.jpg,http://uds.gnst.jp/rest/img/a2nm32ya0000/t_01u0.jpg, ランチ：11:30～15:00(L.O.14:00)<BR>月～土 17:00～24:00((L.I.23:00))<BR>日・祝日 16:00～23:30((L.I.22:30)),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",7000,2000,"['ふぐ料理・てっちり', {'@attributes': {'order': '1'}}]"
902,ga8w000,ANKARA 道玄坂店,35.654081,139.701267,http://mobile.gnavi.co.jp/shop/ga8w000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/eka2v9jk0000/t_003t.jpg,http://uds.gnst.jp/rest/img/eka2v9jk0000/t_003u.jpg,月～土 17:00～24:00(L.O.23:15)<BR>日・祝日 17:00～23:00(L.O.22:15),不定休日あり,"{'note': {}, 'walk': '1', 'station': '渋谷駅', 'line': '京王井の頭線', 'station_exit': '西口'}",3000,{},"['トルコ料理', '地中海料理']"
903,a246500,やんなはれ ,35.657942,139.701128,http://mobile.gnavi.co.jp/shop/a246500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/btzsr8hf0000/t_0097.jpg,{},月～土 17:00～翌5:00<BR>日 17:00～24:00,無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '東口'}",3500,{},"['居酒屋', '創作和食']"
904,ge61100,コルテジーア ,35.658022,139.718067,http://mobile.gnavi.co.jp/shop/ge61100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/7fy5j01h0000/t_0027.jpg,http://uds.gnst.jp/rest/img/7fy5j01h0000/t_002e.jpg,月～土 ランチ：11:30～15:30(L.O.14:30)<BR>月～土 ディナー：18:00～22:00(L.O.22:00),毎週日曜日<BR>※月曜不定休,"{'note': {}, 'walk': '8', 'station': '表参道駅', 'line': '地下鉄千代田線', 'station_exit': {}}",8000,2500,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
905,a827430,24／7 coffee＆roaster ,35.659336,139.702622,http://mobile.gnavi.co.jp/shop/a827430/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/f2a9e7db0000/t_0000.jpg,http://uds.gnst.jp/rest/img/f2a9e7db0000/t_0001.jpg, 10:00～23:30(L.O.22:30、ドリンクL.O.23:00),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",1500,1500,"['カフェ', 'コーヒー']"
906,ge2y500,Himalaya curry 北参道店,35.673381,139.709333,http://mobile.gnavi.co.jp/shop/ge2y500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6ztzp28h0000/t_003k.jpg,http://uds.gnst.jp/rest/img/6ztzp28h0000/t_003j.jpg,月～日 ランチ：11:30～16:00<BR>月～日 ディナー：16:00～24:00,無,"{'note': {}, 'walk': '3', 'station': '北参道駅', 'line': '地下鉄副都心線', 'station_exit': {}}",1500,800,"['居酒屋', 'インドカレー']"
907,gd9r200,えさき ,35.668433,139.716342,http://mobile.gnavi.co.jp/shop/gd9r200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6vbhkgyc0000/t_000a.jpg,http://uds.gnst.jp/rest/img/6vbhkgyc0000/t_0008.jpg,土 昼食：12:00～15:00(L.O.13:30)<BR>月～土 夕食：18:00～23:00(L.O.21:30),毎週日曜日 祝日,"{'note': {}, 'walk': '5', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': '3番出口'}",13000,5250,"['郷土料理', {'@attributes': {'order': '1'}}]"
908,g135801,スパゲッティ食堂ドナ 渋谷センター街店,35.657053,139.702311,http://mobile.gnavi.co.jp/shop/g135801/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/hhv013pm0000/t_00ri.jpg,http://uds.gnst.jp/rest/img/hhv013pm0000/t_00rj.jpg,月～金 11:00～23:30(L.O.23:00)<BR>土・日・祝 10:00～23:30(L.O.23:00),無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",1000,880,"['パスタ', 'イタリアン(イタリア料理)']"
909,a188906,ワインの酒場 Di PUNTO 渋谷神南店,35.658953,139.703422,http://mobile.gnavi.co.jp/shop/a188906/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/jcead6yu0000/t_008u.jpg,http://uds.gnst.jp/rest/img/jcead6yu0000/t_0088.jpg,月～日 17:00～翌5:00(L.O.4:30),無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': '地下鉄', 'station_exit': {}}",3000,{},"['ワイン', {'@attributes': {'order': '1'}}]"
910,gdz3800,オステリア アルコ ,35.660997,139.696728,http://mobile.gnavi.co.jp/shop/gdz3800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9nwjcxxj0000/t_0001.jpg,http://uds.gnst.jp/rest/img/9nwjcxxj0000/t_0002.jpg,土・日・祝 ランチ：12:00～15:00(L.O.14:00)(※平日（火～金）は13:30LO14:00クローズ)<BR> ディナー：18:00～23:00,毎週月曜日<BR>※※月曜が祝日の場合は、翌日の火曜がお休みとなります  ※年末年始,"{'note': {}, 'walk': '8', 'station': '代々木公園駅', 'line': '地下鉄千代田線', 'station_exit': '1番出口'}",10000,3000,"['イタリアン(イタリア料理)', 'パスタ']"
911,a288600,SUZU CAFE ‐jinnan‐,35.658528,139.703358,http://mobile.gnavi.co.jp/shop/a288600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/et1mp1p90000/t_000r.jpg,http://uds.gnst.jp/rest/img/et1mp1p90000/t_000s.jpg, 11:30～24:00(L.O.22:45、ドリンクL.O.22:45),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",2500,1000,"['カフェ', 'ケーキ屋・スイーツ']"
912,a801203,アルファカーメル ,35.655028,139.702011,http://mobile.gnavi.co.jp/shop/a801203/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/167bz5040000/t_000f.jpg,http://uds.gnst.jp/rest/img/167bz5040000/t_000g.gif,月～土 10:00～23:00(L.O.22:15)<BR>日・祝日 10:00～22:00(L.O.21:30),不定休日あり,"{'note': {}, 'walk': '1', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",900,900,"['ケーキ屋・スイーツ', 'カフェ']"
913,a444798,魚民 渋谷南口駅前店,35.655103,139.702978,http://mobile.gnavi.co.jp/shop/a444798/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nu4dd6v40000/t_03i1.jpg,{}, 17:00～翌5:00,無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,{},"['居酒屋', '焼き鳥']"
914,g285001,レッドペッパー 表参道店,35.662336,139.715350,http://mobile.gnavi.co.jp/shop/g285001/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ez1e6khj0000/t_006l.jpg,http://uds.gnst.jp/rest/img/ez1e6khj0000/t_006m.jpg,月～金 ランチ：11:45～15:00(L.O.14:30)<BR>土・日・祝 ランチ：12:00～15:00(L.O.14:30)<BR>月～日・祝日 ディナー：17:00～24:00(L.O.23:00),無,"{'note': {}, 'walk': '1', 'station': '表参道駅', 'line': '地下鉄半蔵門線', 'station_exit': 'A3出口'}",4000,1200,"['イタリアン(イタリア料理)', 'フレンチ(フランス料理)']"
915,g217701,LE VONGOLE 原宿,35.664300,139.707711,http://mobile.gnavi.co.jp/shop/g217701/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/hh03beps0000/t_001i.jpg,http://uds.gnst.jp/rest/img/hh03beps0000/t_001j.gif,月～日 11:30～22:00(L.O.22:00),不定休日あり,"{'note': {}, 'walk': '1', 'station': '明治神宮前駅', 'line': '地下鉄千代田線', 'station_exit': '7番出口'}",2000,1000,"['イタリアン(イタリア料理)', 'パスタ']"
916,g203634,かき小屋 渋谷パルコ店,35.658844,139.702183,http://mobile.gnavi.co.jp/shop/g203634/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/18fg7fgr0000/t_0000.jpg,{}, 11:00～23:00,不定休日あり<BR>※※渋谷パルコに準ずる,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,1000,"['牡蠣料理（かき料理）', 'オイスターバー']"
917,g279268,権八 渋谷,35.654272,139.698736,http://mobile.gnavi.co.jp/shop/g279268/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/g0z1611a0000/t_0000.jpg,{},月～日 ランチ：11:30～15:00<BR>月～日 ディナー：15:00～翌3:30(L.O.3:00),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '南口'}",5000,1000,"['焼き鳥', '寿司']"
918,ga3r836,サブウェイ 青山一丁目ツインビル店,35.669497,139.728744,http://mobile.gnavi.co.jp/shop/ga3r836/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/fkkrb94m0000/t_0026.jpg,{}, 7:00～22:00、7:00～21:00,無,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",600,600,"['ファーストフード', 'パン屋・サンドイッチ']"
919,gece000,Bar Wee DRAM ,35.654644,139.702208,http://mobile.gnavi.co.jp/shop/gece000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/m5wstcfc0000/t_0021.jpg,http://uds.gnst.jp/rest/img/m5wstcfc0000/t_001o.jpg,月～土・祝前日 ディナー：19:00～翌4:00(日曜、祝日のみ １９：００～１：００),年中無休<BR>年末年始（2016年12月31日・2017年1月1日）,"{'note': {}, 'walk': '4', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",4000,{},"['バー', 'パーティールーム・スペース']"
920,g469921,博多 もつ楽 渋谷店,35.656694,139.702292,http://mobile.gnavi.co.jp/shop/g469921/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2h3fxrxj0000/t_00bf.jpg,http://uds.gnst.jp/rest/img/2h3fxrxj0000/t_006u.jpg,月～土 17:00～23:30<BR>日・祝日 16:00～23:00,年中無休<BR>※無休（ビルに準ずる）,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",3000,{},"['居酒屋', 'もつ鍋']"
921,a469101,チャオタイ 渋谷道玄坂店,35.655636,139.701247,http://mobile.gnavi.co.jp/shop/a469101/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pc6tyz7w0000/t_007a.jpg,http://uds.gnst.jp/rest/img/pc6tyz7w0000/t_007b.jpg,月～金 ランチ：11:30～15:00、ディナー：17:00～23:00(L.O.22:30)<BR>土・日・祝 11:30～23:00(L.O.22:30),無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,800,"['タイ料理', '居酒屋']"
922,g313712,鉄板焼 天 青山庵,35.658956,139.714814,http://mobile.gnavi.co.jp/shop/g313712/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/phygvjfy0000/t_009f.jpg,http://uds.gnst.jp/rest/img/phygvjfy0000/t_002s.jpg,月～土 18:00～23:30(L.O.22:30、ドリンクL.O.23:00)<BR>日・祝日 17:00～22:30(L.O.21:23、ドリンクL.O.22:00),※年末年始(12/31～1/2),"{'note': {}, 'walk': '3', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': {}}",8000,{},"['鉄板焼き', {'@attributes': {'order': '1'}}]"
923,gc89500,Angepatio ,35.651194,139.699139,http://mobile.gnavi.co.jp/shop/gc89500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/hdn04sh70000/t_000w.jpg,http://uds.gnst.jp/rest/img/hdn04sh70000/t_000x.jpg,月～日 11:30～23:00(L.O.22:30),年末年始（2014年12月30日～2015年1月3日）,"{'note': {}, 'walk': '10', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",7350,1200,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
924,gc5c800,PIZZERIA BAL Ritrovo ,35.654528,139.701675,http://mobile.gnavi.co.jp/shop/gc5c800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1bjsdp4b0000/t_003o.jpg,{},月～金 ランチ：11:30～14:30(L.O.14:30)<BR>月～日 ディナー：18:00～翌5:00(L.O.3:00),無,"{'note': {}, 'walk': '2', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2000,850,"['ビストロ', 'ピザ']"
925,a867201,ANKARA 宮益坂店,35.656525,139.707850,http://mobile.gnavi.co.jp/shop/a867201/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1vdszvpn0000/t_002l.jpg,http://uds.gnst.jp/rest/img/1vdszvpn0000/t_002m.jpg,月～金 ランチ：11:30～15:00(L.O.14:30)<BR>土・日・祝 12:00～16:00<BR>月～日 ディナー：17:00～23:30(L.O.23:00),無,"{'note': {}, 'walk': '3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,950,"['トルコ料理', 'アジア・エスニック料理 その他']"
926,g287900,シノワ 渋谷,35.656936,139.701400,http://mobile.gnavi.co.jp/shop/g287900/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/jsuswr1t0000/t_000s.jpg,http://uds.gnst.jp/rest/img/jsuswr1t0000/t_000t.gif,土・日・祝 ランチ：12:00～16:30(L.O.15:00)<BR>月～土 18:00～翌2:00(L.O.1:00)<BR>日・祝日 18:00～24:00(L.O.23:00),無,"{'note': {}, 'walk': '5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",9000,3980,"['ワイン', '欧米・各国料理 その他']"
927,gemw100,南青山 いち太 ,35.664028,139.720542,http://mobile.gnavi.co.jp/shop/gemw100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/agpucpu20000/t_0000.jpg,http://uds.gnst.jp/rest/img/agpucpu20000/t_0001.jpg,月～土 17:30～23:00(L.O.21:00),毎週日曜日 祝日<BR>※4月29日は休まず営業いたします<BR>※5月1日は休まず営業いたします,"{'note': {}, 'walk': '5', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': {}}",18000,{},"['郷土料理', {'@attributes': {'order': '1'}}]"
928,g803700,和久田 ,35.654250,139.694553,http://mobile.gnavi.co.jp/shop/g803700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cffydyvp0000/t_000g.jpg,http://uds.gnst.jp/rest/img/cffydyvp0000/t_001m.gif,月～土 11:00～23:00(L.O.22:30、ドリンクL.O.22:30)<BR>日・祝日 16:00～20:00(※日・祝はご予約の場合営業致します),不定休日あり,"{'note': {}, 'walk': '5', 'station': '神泉駅', 'line': '京王井の頭線', 'station_exit': {}}",3500,800,"['すっぽん料理', 'ふぐ料理・てっちり']"
929,ga3v280,ゆであげパスタ＆焼き上げピザ ラパウザ原宿竹下通り店 ,35.668378,139.706764,http://mobile.gnavi.co.jp/shop/ga3v280/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/m3fyhgrr0000/t_009p.jpg,{},月～日 11:00～22:30(L.O.22:00),無,"{'note': {}, 'walk': '1', 'station': '原宿駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,750,"['イタリアン(イタリア料理)', '欧米・各国料理 その他']"
